Date,Pilot in Command,Aircraft Type,Registration,Departure,Arrival,Departure Time,Arrival Time,Total Time,SEL,SES,MEL,MES,Helicopter,Gyroplane,Powered Lift,Glider,Balloon,Airship,Solo,PIC,SIC,Dual Received,Instructor,Cross Country,Night,Actual Instrument,Simulated Instrument,Full Flight Simulator,Flight Training Device,Aviation Training Device,Takeoffs Day,Takeoffs Night,Landings Day,Landings Night,Precision Approaches,Non-Precision Approaches,Holding Patterns,Glider/Lighter-than-Air Launch Type,Remarks
2026-06-22,Emily Carter,Piper PA-28-181,N734RL,KHWD,KRHV,1600,1700,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Bounced around Reid — squeaker landing
2026-06-20,Emily Carter,Boeing 737-800,N37517,KLAX,KORD,2200,0415,4.3,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,0.0,0.0,4.3,4.3,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,,Red-eye cargo run — 2 holds due to thunderstorms over Denver
2026-06-18,Emily Carter,Diamond DA40,N406TS,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Flight review with CFI — steep turns, stalls, unusual attitudes
2026-06-15,Emily Carter,Cessna 172S,N2860Q,KPAO,KAPC,1330,1430,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Checkride prep — short/soft field landings
2026-06-12,Emily Carter,Aerostar S-60A,N701AS,KPAO,KAPC,2000,2115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,First SIC flight in turbine — fire patrol mission
2026-06-10,Emily Carter,Cessna 172S,N2860Q,KPAO,KTVL,0900,1030,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Passenger flight to Lake Tahoe
2026-06-08,Emily Carrier,Van's RV-10,N1024V,KPAO,KWVI,1600,1700,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,BFR with EAA safety counselor
2026-06-05,Emily Carter,Cessna 182T,N9126E,KPAO,KMYV,1000,1130,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2,0,2,0,0,0,0,,"Dual instruction—short field, soft field, forward slip to landing"
2026-06-02,James Nguyen,Cessna 172S,N734SP,KHWD,KHWD,0830,0930,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Pattern work — touch-and-goes
2026-06-01,Sarah Chen,Piper PA-28-181,N734RL,KPAO,KSJC,1100,1135,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Quick hop to San Jose for lunch
2026-05-30,Emily Carter,Cessna 172S,N2860Q,KPAO,KPAO,0700,0730,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Local area checkout — 2 landings
2026-05-28,Marcus Webb,Diamond DA40,N406TS,KLVK,KLVK,1000,1100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — maneuvers
2026-05-26,James Nguyen,Cessna 172S,N734SP,KHWD,KMRY,1400,1530,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Coastal cross-country to Monterey
2026-05-24,Aisha Patel,Robinson R22,N630SH,KHWD,KHWD,0900,0930,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Hover practice — pedal turns
2026-05-22,Emily Carter,Cessna 182T,N9126E,KPAO,KWVI,0800,0915,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Hauled cargo to Watsonville
2026-05-20,Sarah Chen,Piper PA-44-180,N447PA,KPAO,KAPC,1000,1115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi-engine cross-country training
2026-05-18,Marcus Webb,Cessna 152,N757ME,KCCR,KCCR,1600,1700,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Flight instruction — pattern work
2026-05-16,Emily Carter,Mooney M20J,N201MJ,KPAO,KTVL,0700,0845,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Weekend trip to Lake Tahoe
2026-05-14,James Nguyen,Cessna 172S,N734SP,KHWD,KHWD,2100,2200,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night currency — 3 landings
2026-05-12,Aisha Patel,Cessna 172S,N2860Q,KPAO,KSNS,0800,0920,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Cross-country to Salinas
2026-05-10,Emily Carter,Cirrus SR22,N900AT,KPAO,KTRK,0600,0645,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Early morning run to Truckee
2026-05-08,Sarah Chen,Beechcraft Baron 58,N8688Q,KPAO,KLAX,1000,1130,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Business trip to Los Angeles
2026-05-06,Marcus Webb,Diamond DA40,N406TS,KLVK,KLVK,1630,1730,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Practice landings — crosswind technique
2026-05-04,Emily Carter,Piper PA-28-181,N734RL,KPAO,KAPC,1430,1600,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Instrument training — VOR approaches
2026-05-02,James Nguyen,Cessna 172S,N734SP,KHWD,KLVK,0900,0950,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Quick XC to Livermore
2026-04-30,Emily Carter,Bell 206B3,N206BL,KPAO,KPAO,1100,1130,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Helicopter intro — hovering basics
2026-04-28,Aisha Patel,Piper PA-28-181,N734RL,KHWD,KMRY,1300,1430,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Scenic flight down the coast
2026-04-26,Sarah Chen,Cessna 172S,N2860Q,KPAO,KPAO,0800,0900,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Instrument refresher with CFII
2026-04-24,Emily Carter,Cessna 182T,N9126E,KPAO,KMYV,1000,1145,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Supply run to Marysville
2026-04-22,Marcus Webb,Boeing 737-800,N37517,KLAX,KSEA,2000,2215,2.3,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,
2026-04-20,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Dual instruction — stalls and slow flight
2026-04-18,Emily Carter,Mooney M20J,N201MJ,KPAO,KPHX,0600,0900,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Long XC to Phoenix — smooth ride
2026-04-16,Aisha Patel,Cessna 172S,N734SP,KPAO,KWVI,1100,1215,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Lunch flight to Watsonville
2026-04-14,Sarah Chen,Diamond DA40,N406TS,KHWD,KHWD,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night pattern — 5 landings
2026-04-12,Emily Carter,Cessna 172S,N2860Q,KPAO,KLVK,0800,0915,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Simulated instrument — foggles
2026-04-10,Marcus Webb,Piper PA-44-180,N447PA,KPAO,KAPC,1000,1115,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi-engine cross-country
2026-04-08,James Nguyen,Robinson R22,N630SH,KHWD,KHWD,0930,1015,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Helicopter lesson — auto-rotations
2026-04-06,Emily Carter,Cirrus SR22,N900AT,KPAO,KTVL,0700,0745,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Breakfast run to Tahoe
2026-04-04,Eric Silva,Cessna 172S,N2860Q,KPAO,KHWD,1600,1645,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Relocation flight to Hayward
2026-04-02,Aisha Patel,Piper PA-28-181,N734RL,KMRY,KPAO,1330,1500,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Return flight from Monterey
2026-03-31,Emily Carter,Beechcraft Baron 58,N8688Q,KPAO,KSBA,1100,1230,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Santa Barbara business trip
2026-03-29,Sarah Chen,Cessna 172S,N734SP,KLVK,KLVK,0900,1000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Practice ILS approaches
2026-03-27,James Nguyen,Diamond DA40,N406TS,KHWD,KHWD,1500,1530,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Local checkout flight
2026-03-25,Emily Carter,Cessna 182T,N9126E,KPAO,KTRK,0630,0800,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Morning flight to Truckee — glassy air
2026-03-23,Marcus Webb,Schweizer SGS 2-33,N511JS,KCCR,KCCR,1200,1300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,Aero-Tow,Glider practice — thermals
2026-03-21,Aisha Patel,Cessna 172S,N2860Q,KPAO,KSNS,1000,1120,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Cross-country to Salinas
2026-03-19,Emily Carter,Piper PA-28-181,N734RL,KHWD,KCCR,1600,1635,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Short hop to Buchanan
2026-03-17,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,0800,0915,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Dual instruction — pattern and landings
2026-03-15,Sarah Chen,Boeing 737-800,N37517,KLAX,KDEN,2100,2300,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,
2026-03-13,Emily Carter,Van's RV-10,N1024V,KPAO,KWVI,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Passenger flight — scenic route
2026-03-11,Eric Silva,Diamond DA40,N406TS,KHWD,KHWD,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night currency flight
2026-03-09,Marcus Webb,Piper PA-28-181,N734RL,KPAO,KSNS,0830,0945,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Morning cross-country
2026-03-07,Emily Carter,Cessna 172S,N2860Q,KPAO,KPAO,1100,1215,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3,0,3,0,0,0,0,,Dual instruction — instrument scan
2026-03-05,James Nguyen,Cessna 172S,N734SP,KHWD,KRHV,1400,1500,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Hop to Reid-Hillview
2026-03-03,Aisha Patel,Cirrus SR22,N900AT,KPAO,KTVL,0600,0645,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Sunrise flight to Lake Tahoe
2026-03-01,Emily Carter,Bell 206B3,N206BL,KPAO,KPAO,1300,1345,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Helicopter flight review
2026-02-27,Sarah Chen,Cessna 172S,N2860Q,KPAO,KAPC,1000,1115,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — steep turns
2026-02-25,Marcus Webb,Piper PA-44-180,N447PA,KHWD,KMRY,0900,1020,1.3,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Multi-engine XC to Monterey
2026-02-23,Emily Carter,Mooney M20J,N201MJ,KPAO,KWVI,1500,1630,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Afternoon flight to Watsonville
2026-02-21,James Nguyen,Cessna 152,N757ME,KCCR,KCCR,1000,1100,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Solo pattern practice
2026-02-19,Emily Carter,Cessna 172S,N2860Q,KPAO,KSBA,0700,0830,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Santa Barbara direct
2026-02-17,Aisha Patel,Cessna 172S,N734SP,KHWD,KLVK,1400,1450,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Errand to Livermore
2026-02-15,Eric Silva,Beechcraft Baron 58,N8688Q,KPAO,KLAX,0800,0930,1.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,
2026-02-13,Emily Carter,Diamond DA40,N406TS,KPAO,KPAO,1900,2000,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,,Night pattern work
2026-02-11,Sarah Chen,Piper PA-28-181,N734RL,KHWD,KHWD,1100,1145,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,BFR renewal with instructor
2026-02-09,Marcus Webb,Cessna 182T,N9126E,KPAO,KTRK,0630,0800,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Mountain flying training with CFI
2026-02-07,James Nguyen,Robinson R22,N630SH,KHWD,KHWD,0900,1000,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,R22 lesson — hovering and patterns
2026-02-05,Emily Carter,Cessna 172S,N2860Q,KPAO,KSNS,1000,1120,1.3,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,0,2,0,0,0,0,,Practice GPS approaches
2026-02-03,Aisha Patel,Cessna 172S,N734SP,KPAO,KHWD,1500,1535,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,,Short hop to Hayward
2026-02-01,Emily Carter,Boeing 737-800,N37517,KLAX,KSEA,2200,0030,2.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,0,,Red-eye cargo — smooth
2026-01-30,Marcus Webb,Diamond DA40,N406TS,KLVK,KLVK,1600,1700,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,3,0,0,0,0,,Pattern proficiency
2026-01-28,Emily Carter,Piper PA-28-181,N734RL,KHWD,KMRY,1330,1500,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2,0,2,0,0,0,0,,Dual instruction — cross-country planning
